SignalType,Xsections,N_orig,Group,CustomJson,EOSDirectory
###DYJetsToLL_M-50_TuneCUETP8M1_13TeV-amcatnloFXFX-pythia8,5765.4,81781064,ZJetsIncAmcNlo,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###DYJetsToLL_Zpt-0To50_,5352.57924,483393322089,ZJetsPtBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###DYJetsToLL_Pt-50To100_,363.81428,119701541659,ZJetsPtBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###DYJetsToLL_Pt-100To250_,84.014804,16519356344,ZJetsPtBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###DYJetsToLL_Pt-250To400_,3.22826,152612686,ZJetsPtBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###DYJetsToLL_Pt-400To650_,0.436041,1458753,ZJetsPtBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###DYJetsToLL_Pt-650ToInf_,0.040981,137769,ZJetsPtBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###DYJetsToLL_M-50_HT-70to100_,208.977,9616188,ZJetsHTBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###DYJetsToLL_M-50_HT-100to200_,181.302,10607207,ZJetsHTBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###DYJetsToLL_M-50_HT-200to400_,50.4177,9653731,ZJetsHTBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###DYJetsToLL_M-50_HT-400to600_,6.98394,9751278,ZJetsHTBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###DYJetsToLL_M-50_HT-600to800_,1.68141,8292957,ZJetsHTBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
